reviewId,rating,date,option,skinType,skinTone,helpfulCount,hasPhoto,isRepurchase,content
53662910,5,"2025.12.30","리프트 부스트(탄력)","","",2,true,true,"한달넘게 사용해보니 이젠 이거없으면 안될정도로 매력에 푹빠졌어요~~^^  정말 촉촉하고 쫀득하고 탱탱하게 피부가 바뀌더라구여~~ 인생템이 됐습니다~^^  꼭꼭 사용해보시길 강권합니다~🤗👍🏻👍🏻👍🏻"
53462419,5,"2025.12.25","울트라 브이 아쿠아 밤(수분)","A03","B01",3,false,false,"계속 사용중이며 피부 바르면 쫀쫀하고 수분 형성되어서 건조 잡아줘요 ㅎㅎ"
51018025,5,"2025.11.05","울트라 브이 아쿠아 밤(수분)","","",10,false,false,"진짜 버블 팩 완전 완전 좋으니까 저는 스킨케어 마지막 때 발라 주는데 메이크업도 잘 먹고 좋아요"
53698241,5,"2025.12.31","트리플 슈퍼 리페어(진정)","A02","B01",2,true,false,"10초 만에 사용 가능해서 바쁜 날에도 간편하게 케어할 수 있고, 마이크로 버블 덕분에 모공 속 노폐물까지 부드럽게 정리되는 느낌이에요. 150회분이라 오래 사용할 수 있어 가성비도 좋습니다.  피부 진정이 필요하거나 민감한 피부를 가진 분들에게 적극 추천드리고 싶은 제품이에요!"
51940146,5,"2025.11.28","리프트 부스트(탄력)","A02","B02",5,true,false,"버블팩은 메노킨에 이어 가쉬가 두 번째네요. 두 브랜드 모두 화잘먹을 키워드로 살짝 가격차가 있으면서 메노킨은 30초, 이에 질세라 가쉬는 10초를 강조한. 개인적으로 일단 고민 되는 리브트 부스트와 퍼펙트 멜라 제로를 구매했고 맘에 들면 4가지 라인업 모두 다 사용해 보려구요. 자세한 후기는 꾸준히 사용해 본 후 한달사용리뷰 통해 남겨볼께요."
53622167,5,"2025.12.29","리프트 부스트(탄력)","A03","B02",2,true,false,"전부터 궁근했는데 젤 기본템인 것 부타 구매해뵜어요. 생각보다 작은 사이즈에 놀랐어요. 거품이 부드럽고 흡수가 잘됩니다. 바르면 쫀쫀한 느낌이에요. 저는 속건조가 좀 심해서 토너단계 좀 더 해야하더라구요."
53488403,3,"2025.12.26","리프트 부스트(탄력)","A03","",0,true,false,"탄력감이 눈에 보이진않아요 두병삿는데 ㅠㅠ딱히 모르겟네요 바르면 겉광만 보여지고 속은 딱히"
51668558,3,"2025.11.22","리프트 부스트(탄력)","A02","B02",31,true,false,"기존 메노킨(리프트) 사용중여서 비교해보면 보습으론 메노킨(리프트)이 좋음 메노킨 하나만 발라도 건조하지 않음 가쉬(리프트)는 유분기 있고 광은 나지만 보습이 충분하지 않음 가격도 비쌈...."
53640274,4,"2025.12.30","퍼펙트 멜라 제로(잡티)","","",1,false,false,"과대 광고임...! 솔직하게 광나는건 너무 좋은데, 왜 이렇게 효과가 좋은 척 과대 광고를 하는지..ㅠㅠ"
53621961,5,"2025.12.29","리프트 부스트(탄력)","A03","B01",2,true,true,"한번쓰고 나서 끊을수가 없게 되었어요 보습에 좋고 요즘 너무 건조해서 또 찾게 되더라구요 올영에서 살수 있어서 더 편하고 좋아요 메이크업전에 바르는데 좋습니다"
52878038,5,"2025.12.10","리프트 부스트(탄력)","A03","B01",5,true,false,"향도 좋구요 진짜 바르고 나면 촉촉해여 계속 구매할 예정입니다  팩이라기엔 수분크림같이 너무 좋아요 그래서 메이크업 전에 발라요 부드럽게 잘 발리고 흡수도 잘되요"
51950484,5,"2025.11.29","퍼펙트 멜라 제로(잡티)","A02","B02",5,true,false,"버블팩은 박보영 메노킨에 이어 두 번째네요. 우선 가장 고민 됐던 탄력을 위해 리프트 부스트를 구매했고, 이어 미백을 위해 퍼펙트 멜라 제로를 구매했죠. 맘에 들면 4가지 라인업 모두 사용해 보려구요. 자세한 후기는 꾸준히 사용해 본 후 한달사용리뷰 통해 남겨볼께요."
53670367,5,"2025.12.31","리프트 부스트(탄력)","A03","B03",2,true,false,"여전히 잘쓰고 있어요 확실히 자기전 하고 자면 다음날 아침 피부가 광채가 돌면서 생있어 보여서 꾸준히 사용할 수 밖에 없네요 강추합니다 :)"
53273157,5,"2025.12.19","퍼펙트 멜라 제로(잡티)","","",2,true,false,"일단 10초라는 시간이 진짜 편하긴 해요. 아침에 바쁠 때나 피곤할 때 간단하게 쓰기 좋더라고요. 거품이 미세하게 올라오면서 모공 속 노폐물을 빨아들이는 느낌이 있어요. 씻어내고 나면 피부가 한 톤 밝아진 것 같고 매끈한 느낌은 확실히 있습니다."
53714360,5,"2026.01.01","퍼펙트 멜라 제로(잡티)","A03","",0,true,false,"바르면 즉각적인 효과 있는데 잠깐뿐. 겨울이라 건조해서 두번 중복 바릅니다"
51621074,5,"2025.11.20","퍼펙트 멜라 제로(잡티)","A01","B06",10,false,false,"피부가 한번뒤집어지고나서 흉이 많이 생겨서 구매했습니다 일단 사용하기 편해서 잘 쓰고있어요"
51621049,5,"2025.11.20","트리플 슈퍼 리페어(진정)","A01","B06",5,false,false,"마스크팩을 매일하면 너무 좋지만 귀찮아서 폼형으로 사용해봤는데 편해서 좋아요"
51620950,5,"2025.11.20","울트라 브이 아쿠아 밤(수분)","A01","B06",4,false,false,"겨울이라 얼굴이 건조했는데 팩은 너무 귀찮고 수분크림은 무거울때 사용하는데 너무 좋습니다"
51620891,5,"2025.11.20","리프트 부스트(탄력)","A01","B06",4,false,false,"바르면 쪽득한 느낌이라 고영양인거같아 좋습니다 사용하는게 편해서 자주 사용하고있어요"
51165791,5,"2025.11.09","퍼펙트 멜라 제로(잡티)","A03","B01",3,false,true,"쉽고 간편하게 버블에어팩 할 수있어요 오래 안붙이고 있어도되는게 젤편해요"
50928758,5,"2025.11.03","트리플 슈퍼 리페어(진정)","A03","B01",4,false,true,"선물한 지인이 너무 좋아했어요 매일매일 한다고하네요ㅋ 저도 매일 쓰고있어요"
53330694,5,"2025.12.21","리프트 부스트(탄력)","A07","B05",2,true,false,"와 너무 편하고 마스크팩이 따로없습니다 피부가 너무 좋아지는게 더 느껴져요"
52470507,5,"2025.12.06","리프트 부스트(탄력)","","",2,true,false,"버블팩이 처음이라 긴가민가했는데, 막상 써보니 피부가 편안해서 놀랐어요. 바를 때 부드럽게 퍼지고, 촉촉함이 오래 남는 편이라 아침에 메이크업할 때도 들뜸 없이 잘 먹었어요.  예민한 피부라 새로운 제품 쓰면 바로 티가 나는데 이건 트러블 없이 잘 맞아서 오히려 더 자신 있게 쓰고 있어요.  화장이 들뜨던 부분도 많이 정돈돼서 요즘은 이거 쓰고 나면 피부가 훨씬 차분해 보여요."
51593961,5,"2025.11.19","리프트 부스트(탄력)","A02","B01",2,true,false,"바쁠 때 10초만에 촉촉하고 은은한 광이 올라오는 데일리 꿀템.   사용감: 젤-크림 제형이라 가볍게 발리고 끈적임 적음. 향은 무난한 편이라 거부감 없음.   효과: 즉각적인 보습감과 미세한 광택이 살아나고, 꾸준히 쓰니 피부결이 더 정돈된 느낌.   주의: 민감한 날엔 약간 따가울 수 있으니 패치 테스트 권장. 대용량이라 보관은 잘해야 함"
53349439,5,"2025.12.22","리프트 부스트(탄력)","A01","B05",1,false,false,"지성이라 이런 류 스킨케어는 관심없었는데 나이 슬슬 들면서 콜라겐이나 보습에 관심생겨서 사봄 저녁에 잠자기전 스킨케어로는 진짜 좋고 지성이면 화장 전에 바르는건 비추예요 건성분들은 진짜 화장잘먹을거같고 지성이면 조금 리치함 향도 좋고 다 쓰면 또 살 의향 O"
52971719,4,"2025.12.12","리프트 부스트(탄력)","A03","B06",1,true,false,"자극없습니다 지복합성인데뾰루지없었고.다만거품이 금방죽어버리고 바르려고하는데 이미 액체로변하는중이여서 .... 광고가 약간 과장된듯! 그래도 사용해보니 쫀쫀하니 좋네영"
51664595,5,"2025.11.21","트리플 슈퍼 리페어(진정)","A04","B04",4,true,false,"거품이 얼굴에 스며들자말자 바로 매끈매끈해져서 신기해요. 간편하고 팩을 떼어내지 않아도 되니 종종 사용하고 있어요. 트러블이 나지는 않고. 이걸 하고 나서 크림은 좀 더 발라줘야 되는 것 같아요"
51612484,5,"2025.11.20","리프트 부스트(탄력)","A03","B02",2,true,false,"작업 없이 순하고 정말 피부에 착 붙어요. 도움이 되는 것 같아요."
50927311,5,"2025.11.03","트리플 슈퍼 리페어(진정)","A02","B04",3,true,false,"거품 완전 쫀쫀하고 뒤집어도 안떨어져요ㅎㅎ 바르기만 하면 되는 팩이라서 좋아요! 은은한 풀숲향이 나고 피부에 잘 흡수돼요! 팩하기 귀찮은날 아침저녁으로 넘넘 잘 애용중이에요!"
53539583,5,"2025.12.27","퍼펙트 멜라 제로(잡티)","","",3,true,false,"너무너무 좋아요. 다른 색상도 구매하여서 사용하고싶어요"
53201466,5,"2025.12.17","리프트 부스트(탄력)","A04","B01",2,true,false,"너무 너무 좋아요 올영세일때 사고 넘 좋아서 이번에 세일할때 쟁여놨음"
53201372,5,"2025.12.17","트리플 슈퍼 리페어(진정)","A04","B01",2,true,false,"너무 너무 좋아요 올영세일때 사고 넘 좋아서 이번에 세일할때 쟁여놨음"
53201361,5,"2025.12.17","울트라 브이 아쿠아 밤(수분)","A04","B01",2,true,false,"너무 너무 좋아요 올영세일때 사고 넘 좋아서 이번에 세일할때 쟁여놨음"
53744018,5,"2026.01.01","퍼펙트 멜라 제로(잡티)","","",2,true,false,"처음엔 10초 버블팩이라 효과가 있을까 반신반의했는데, 몇 번 써보니 생각이 완전히 바뀌었어요. 세안 후 얼굴에 바르면 바로 미세한 거품이 올라오면서 피부를 부드럽게 감싸주고, 자극이나 따끔거림은 아예 없었습니다. 씻어낸 직후 가장 크게 느낀 건 피부가 눈에 띄게 쫀쫀해졌다는 점이에요. 손으로 만졌을 때 탄력이 살아난 느낌이 들고, 피부결도 한층 정돈된 느낌입니다. 칙칙했던 톤이 맑아 보이고 잡티도 덜 도드라져 보여요. 향도 은은해서 매일 사용하기 부담 없고, 150회분이라 가성비까지 좋아서 꾸준히 쓰기 딱 좋은 제품이라고 느꼈습니다 😄"
52894927,5,"2025.12.10","퍼펙트 멜라 제로(잡티)","","",2,true,true,"가쉬팩을 두가지사서 사용하다가 저랑 잘맞는것같아서 하나더샀어요. 예전에 슈에무라 베이스가 이런 무스버블 형태였는데 향도 비슷하고 발림성도 비슷하네요 사용하면 잡티가 연해지는것같은데 이게 마르고 맹물로 세수하면 원래 잡티가 보여요.뿌연물이 흐르더라구요 아마 팩이 잡티를 가려주나봐요. 그래도 마스크팩보다 편리해서 종종 하고있답니다. 가격만 내리면좋겠네요."
53162320,5,"2025.12.16","리프트 부스트(탄력)","A03","",2,true,false,"거품이라 부드럽게 발립니다. 피부막을 씌운듯 바로 좋은데 효과가 길진 않아요"
52659251,5,"2025.12.06","리프트 부스트(탄력)","A03","",4,true,true,"두번째 구입입니다. 적어도 두개는 써봐야 알거 같아서요. 포장좀 잘해 주세요"
52143596,5,"2025.12.01","리프트 부스트(탄력)","A03","B03",5,true,false,"한번 사용으로 탱탱해지는 게 느껴져요. 광이 올라오고 촉촉해요. 기내에서 사용하기도 좋아요"
52143296,5,"2025.12.01","리프트 부스트(탄력)","A03","B03",4,true,true,"한번 사용으로 탱탱해지는 게 느껴져요. 광이 올라오고 촉촉해요. 기내에서 사용하기도 좋아요"
51886395,5,"2025.11.27","트리플 슈퍼 리페어(진정)","A04","B05",4,true,false,"자극없이 편하게 사용하기 좋아요!!  마스크팩도 하기 귀찮을 때 사용하기 너무 편리합니다!"
51782102,3,"2025.11.25","리프트 부스트(탄력)","A03","",1,true,false,"일단 이걸 써서 트러블이 나거나 하진않고  거품이라 신기햇고  탄력은 좀더 써봐야겟어여"
51277437,5,"2025.11.11","리프트 부스트(탄력)","A04","B04",4,true,false,"*제품 구매 비용 일부를 지원받아 작성된 리뷰입니다 쓰기 간편해서 쇼파옆에두고 티비볼때 하니까 간편해요 쫀쫀 촉촉해지고 영양감도 좋아요 한번만 발라도 충분히 관리한 느낌들어요"
53564335,4,"2025.12.28","리프트 부스트(탄력)","","",1,true,false,"10초 마이크로 버블팩. 말 그대로 팩을 하는데 크림바르듯이 바르고 그냥 자도 된다는 간편한 것이 최고 장점입니다..  용기를 정말 열심히 잘 흔들어줘야 크거품이 풍성하고 잘 발려요. 처음에.살짝 덜 흔들었더니 거품도 잘 안만들어지고 바르기도 전에.금방 물로 바뀌어버려 잘 안발리더라구요.  풍성한 거품을 위해소는 열심히 흔들어야 된다는거!  손에.닿으면 금방 거품이 사라져서 얼굴 부위별로 거품을 만들고 거기소 펴 발라줘야 좋아요. 그리고 살짝 쇠냄새가 난다고 해야하나..그건 좀 별루네요.."
51593869,5,"2025.11.19","트리플 슈퍼 리페어(진정)","A02","B01",4,true,false,"- 메이크업 전에 소량을 얇게 펴바르고 30초~1분 흡수시킨 뒤 프라이머 없이 파운데이션 소량으로 테스트해봐. 베이스 밀착감 체크하기 좋음. - 보습이 부족한 날엔 토너-앰플 대신 요 제품 한 겹으로 속보습 채우고 크림만 가볍게 얹어도 됨. - 밤에는 수면팩처럼 레이어링해서 영양 공급해도 무방(성분에 따라 권장 여부 다름)."
52430245,5,"2025.12.05","리프트 부스트(탄력)","A02","B01",4,false,false,"가쉬 마이크로 버블팩은 이름처럼 정말 바르자마자 촘촘하게 거품이 올라오는 게 신기해서 처음부터 재미있게 쓸 수 있었어요. 얼굴에 바르고 10초 정도만 기다리면 미세한 버블이 스스스 올라오면서 피부를 살짝 조여주는 느낌이 드는데, 그 텐션감이 부담스럽지 않고 오히려 “아, 지금 잡아주고 있구나” 싶은 기분 좋은 조임감이에요.  사용 첫날에도 세안 후 피부결이 매끈해지는 게 느껴졌는데, 꾸준히 3~4일만 써도 턱선이 은근히 정돈되는 느낌이 확 와서 더 애정이 생겼어요. 저는 특히 볼 아래쪽이 자주 붓는 편인데, 이 팩 쓰면 붓기 빠지는 속도가 확실히 빨라져서 아침에 급하게 관리할 때 정말 좋더라고요.  한 달 동안 꾸준히 쓰니까 피부 표면이 전체적으로 정리된 느낌이 들고, 탄력도 미세하게 올라온 듯해서 파운데이션이 덜 무너지고 얼굴선이 깔끔하게 보였어요. 민감한 피부인데 자극이나 따가움 없고, 세안하고 나면 건조함 없이 촉촉하게 마무리돼서 편했어요.  무엇보다 바르는 시간·세안 시간 모두 짧아서 바쁜 날에도 부담이 없고, 효과는 눈에 띄게 나타나는 제품이라 자연스럽게 손이 자주 갔어요. 확실히 ‘탄력 관리 루틴에 딱 들어가는 팩’ 느낌이에요."
52423992,5,"2025.12.05","리프트 부스트(탄력)","","",32,true,false,"한 달 정도 꾸준히 써보니 세안 후 피부 결이 훨씬 매끈하고 촉촉해졌어요 미세 버블이 올라오면서 모공 속까지 정돈되는 느낌이 들고, 사용 후엔 속 촉촉함이 남아서 메이크업도 더 잘먹더라구요 진짜 10초만에 마스크팩한 것 같아요  피부 톤이 전보다 깨끗해 보이는 것도 좋았고, 피부가 예민한 편인데 매일 써도 자극 없이 편안했습니다. 향도 과하지 않아서 부담 없이 쓰기 좋고, 용량도 넉넉한 편이라 만족도가 높아요 재구매 의사 있습니다!!"
51243892,5,"2025.11.10","리프트 부스트(탄력)","","",1,true,false,"무스타입의 형태로 사용하는 제품이네요 몽글몽글 하얀거품이 부드럽게 피부에 발리고 바르는 순간 쫀쫀하게 발리는게 느껴집니다 노워시 타입이라 바르고 나서 말리고 떼어내지 않아도 되어 편리함까지 좋습니다 고민부위에 한번더 발라주니 쫀쫀한 느낌이 더 들어 맘에듭니다"
52971639,4,"2025.12.12","퍼펙트 멜라 제로(잡티)","A03","B06",0,true,false,"거품이 입자가 커서 금방 액체로변함 사용해본결과는 쫀쫀 ..!피부자극정도는 순하다고는할수없지만 자극적이지도않음 쏘쏘 가격이비싼듯"
52364114,5,"2025.12.04","리프트 부스트(탄력)","","",3,true,false,"사용하기 편하고 보습력이 진짜 오래가요 기능별로 골라 쓰기도 좋아요"
51952053,5,"2025.11.29","리프트 부스트(탄력)","A04","B01",4,false,false,"저 이제 이거없음 못살아여ㅜㅜ🥹🥹🥹 편하고 깨끗하게 보관되고 기능너무 좋!!!"
51664599,5,"2025.11.21","울트라 브이 아쿠아 밤(수분)","A04","B04",6,true,false,"진정도 사고 수분도 샀는데 확실히 수분 라인이 좀 더 촉촉한거 같네요"
51612557,5,"2025.11.20","퍼펙트 멜라 제로(잡티)","A03","B02",9,true,false,"피부 진정에 좋고 탄력도 생기는 것 같아요. 피부가 좋아 보여요."
51414891,5,"2025.11.15","퍼펙트 멜라 제로(잡티)","A01","B01",7,true,false,"신기해요 ㅋㅋㅋㅋ  진짜 잘분사되고 촉촉 그자체임  가격이 좀 있는데 값어치함"
51219998,5,"2025.11.10","리프트 부스트(탄력)","A01","B05",1,true,false,"편하고  건조를 넘나 잘잡아줌.  마스크팩 귀찮아서 못하는 나에게는 베리 나이스. 그리고 생각보다 양이 많아서  아직 첫째통 사용중."
51092739,5,"2025.11.07","울트라 브이 아쿠아 밤(수분)","A02","B04",1,true,false,"애둘 육아하면서 정신없는 아침저녁에 세안 후 사용하고 있어요! 거품이 진짜 쫀쫀하고 마스크팩 앰플을 농축해서 피부에 발라주는 느낌이 듭니당!"
51092598,5,"2025.11.07","퍼펙트 멜라 제로(잡티)","A02","B04",1,true,false,"버블팩이라서 바쁠때 사용하기 정말 좋아요! 거품 진짜 쫀쫀하고 마스크팩 앰플을 농축해서 바르는 느낌이에요!"
52300606,4,"2025.12.03","리프트 부스트(탄력)","","",38,true,false,"메노킨 소유가 광고할 때 1주일 쓰다가 일회성 이벤트템 같은 느낌 때문에 너무 실망했었는데 이번엔 가쉬가 유라 걸고 광고하길래 한 번 써봤는데 너무 좋아서 2개씩 쟁여놨어요 ㅋㅋ 데일리로 쓰기 편하고 사용감? 특히 거품이 너무 푹신하고 솜처럼 부드러운 발림성 때문에 아침 출근이나 저녁 귀찮을때도 지장 없음 ;; 계속 가능한 피부 관리를 찾으시는 분들은 이게 좋을듯요..!"
53404790,5,"2025.12.23","퍼펙트 멜라 제로(잡티)","","",1,true,false,"일단 바르기가 너무 편하고 좋네요 미백 효과는 꾸준히 써야지 알거같고 행사라 구매하긴 햇지만 가격은 좀 있는 편인거같아요"
51911440,5,"2025.11.28","퍼펙트 멜라 제로(잡티)","A01","B04",4,true,false,"생각보다 거품이 샤락하고 많이 나오는데 적은양으로도 얼굴과 목까지 다 바를수 있어서 나오는 양으로는 두번정도 레이어링해서 바를수있어요 지성인데 전혀끈적이지않고 바로흡수되는 쫀쫀함이있어 좋아요"
51875943,5,"2025.11.27","리프트 부스트(탄력)","","",1,true,false,"거품타입이라 잘쓰게되네요 바르면 촉촉해져서 괜찮더라고요"
51407635,5,"2025.11.14","리프트 부스트(탄력)","A03","",1,true,false,"평이 좋아 구입했습니다. 비싸네요. 효과보면 좋겠습니다"
53442100,2,"2025.12.24","울트라 브이 아쿠아 밤(수분)","","",0,true,false,"2통 구매했는데 어떻게해야될지… 계속 사용해도 될지 몰라 리뷰씁니다.  3주 정도 사용했고, 꼼꼼히 내용 확인하고 사용했어요. 일주일에 2-3번 사용하고 나서 피부에 뭔가 아주 작게 올라오는게 있어서 (바꾸거나 추가한 화장품 이거 하나) 겨울이라 그런가 싶어 2주 사용하고 더 오돌토돌 올라오길래 멈췄습니다. 3일 후 이전 피부 컨디션으로 돌아와서 그저깨 다시 사용해봤는데 어제 세수하는데 또 똑같은 작은 뭔가가 볼에 퍼져있네요.  여드름도 안 났던 피부여서  이게 어떤 트러블인지 모르겠지만 계속 사용해도 되는건가요?? 육안으로는 자세히 들여다 보면 보이고 손으로 만지면 잘 만져집니다"
51694718,3,"2025.11.22","리프트 부스트(탄력)","A03","B04",8,false,false,"광고 보고 샀는데 그냥 헤어무스나 쉐이빙 크림 같은 그런 느낌이고 생각보다 가스 냄새가 많이나서 자주 찾게되진 않더라구요 사용감도 조절이 불편해요 약간 끈적이는 터치에  속건조 느껴지는 마무리감이에요 아무런 변화가 없는데 일단 더 써봐야 할듯"
51157138,5,"2025.11.09","울트라 브이 아쿠아 밤(수분)","","",3,false,false,"진짜 수분감 하나는 끝판왕이에요 피부 속까지 촉촉하게 차오르는 느낌이라 세안 후에도 당김이 전혀 없어요  버블이 부드럽게 올라오면서 모공 속 노폐물은 싹 정리되고 수분막이 남는 듯한 마무리감이라 세안 후 바로 크림 안 발라도 괜찮았어요 매일 아침 저녁으로 써도 자극 없고 사용할수록 피부결이 매끈해져서 요즘은 톤업크림만 발라도 윤기가 돌아요"
51132177,5,"2025.11.08","리프트 부스트(탄력)","","",4,false,false,"매일 10초의 마법 진짜 말 그대로 피부가 살아나는 느낌이랄까  미세버블이 피지 싹 잡고 세안 후엔 피부가 매끈촉촉하게 정리돼서 다음 단계가 쏙쏙 흡수돼 화장이 잘 먹는다  한 달 내내 썼는데 모공 탄력도 살짝 조여진 느낌이라  매우 흡족해하며 쓰고 있어요"
51835937,5,"2025.11.26","리프트 부스트(탄력)","","",3,true,false,"두가지샀어요 리프팅이랑 미백으로  잡티가생겨서 후기보고 샀어요 거품이라 팩하기 너무 편하고 재밌어요 시원하고 사용감도 좋습니다!"
51835435,5,"2025.11.26","퍼펙트 멜라 제로(잡티)","","",2,true,false,"시원하고 재밌어요 향도좋고 가격이 사약하지만 버블제형에 편하게 쓸수있는 팩이라 손이 자주갈것같아요 배송도 진짜 빠르네요"
51207896,5,"2025.11.10","퍼펙트 멜라 제로(잡티)","A02","B03",1,false,false,"이렇게 편한 팩을 쓸 수 있는 세상에 살다니 바쁜 아침이나 저녁에 빠르게 수분·탄력을 챙기고 싶은분께 매우 적합해요. 눈에 띄는 향이 중심이 되기보다는 제형의 재미와 빠른 흡수력이 강점이라, 향수처럼 ‘향이 남고 여운이 깊다’보다는 ‘사용 뒤 피부결·보습감이 바로 달라짐’에 중점을 둡니다. 향에 예민하신 분이나 끈적임을 싫어하시는 분께 특히 좋을 것 같아요."
51175963,5,"2025.11.09","리프트 부스트(탄력)","A01","B01",1,false,false,"한 달 동안 꾸준히 사용해봤는데, 확실히 세안 후 피부결이 매끄럽고 촉촉해졌어요. 10초만 기다려도 미세한 버블이 올라와 모공 속 노폐물을 부드럽게 정리해주는 느낌이에요. 사용 후에는 속광이 돌아서 화장도 훨씬 잘 먹고, 피부 톤이 한층 맑아진 듯해요. 자극 없이 매일 사용해도 괜찮았고, 향도 부담스럽지 않아서 만족합니다. 용량이 넉넉해서 가성비도 좋아요. 재구매 의사 있어요! 💕"
53574814,5,"2025.12.28","퍼펙트 멜라 제로(잡티)","A03","B02",1,false,false,"간편하고 보습에도 좋아요. 쓸때 약간 가스 냄새가 나긴하는데... 피부보습에두 좋아용"
53245028,5,"2025.12.19","울트라 브이 아쿠아 밤(수분)","","",1,true,false,"무스같은 형태라 오래 못 사용할줄 알았는데 예상보다 아직도 여전히 잘 사용하고 있어요 피부속부터 촉촉해지는 느낌인데 겉에서보면 보습윤기가 자르르해서 진짜 손이 자주 가요 특히나 피부가 예민할때 세안하고 사용해주면 초크초크해짐당"
53230085,5,"2025.12.18","퍼펙트 멜라 제로(잡티)","","",1,true,false,"오래기다리다 받았어요 홍보를많이해서 사용해보고 재리뷰남길게요"
53027055,5,"2025.12.13","울트라 브이 아쿠아 밤(수분)","","",1,true,false,"탄력타입으로 사용하다가 너무 좋아서 이번엔 수분라인으로 구매했는데 좋아요! 바르고 나면 건조한것도 덜하고 피부에서 광이나요"
